0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	0.998650	0.000062	-0.139730	-0.000062	0.998650	-0.093340	
2	0.998377	0.000192	-0.039411	-0.000192	0.998377	-0.073296	
3	0.998462	0.000300	-0.026252	-0.000300	0.998462	0.078415	
4	0.998634	0.000235	-0.013862	-0.000235	0.998634	0.093210	
5	0.997140	0.000124	0.220342	-0.000124	0.997140	-0.177057	
6	0.999159	0.000381	-0.152640	-0.000381	0.999159	-0.138939	
7	0.999275	0.000490	-0.191018	-0.000490	0.999275	-0.055651	
8	0.999411	0.000565	-0.263203	-0.000565	0.999411	-0.024663	
9	0.999424	0.000400	-0.260270	-0.000400	0.999424	-0.044671	
10	0.999346	0.000414	-0.585488	-0.000414	0.999346	-0.268452	
11	0.999852	0.000400	-0.347539	-0.000400	0.999852	-0.193773	
12	0.999925	0.000332	-0.368908	-0.000332	0.999925	-0.244721	
13	0.999972	0.000198	-0.375717	-0.000198	0.999972	-0.237658	
14	1.000064	0.000192	-0.446875	-0.000192	1.000064	-0.169551	
15	1.000146	0.000197	-0.637366	-0.000197	1.000146	-0.487324	
16	1.000233	0.000243	-0.323699	-0.000243	1.000233	-0.149895	
17	1.000236	0.000162	-0.353773	-0.000162	1.000236	-0.105540	
18	1.000281	0.000178	-0.368475	-0.000178	1.000281	-0.077094	
19	1.000250	0.000039	-0.290729	-0.000039	1.000250	-0.184800	
20	1.000392	0.000130	-0.551758	-0.000130	1.000392	-0.179329	
21	1.000113	0.000116	-0.404417	-0.000116	1.000113	-0.160648	
22	0.999971	0.000039	-0.381715	-0.000039	0.999971	-0.284159	
23	0.999930	0.000006	-0.391509	-0.000006	0.999930	-0.167703	
24	0.999897	0.000050	-0.497497	-0.000050	0.999897	-0.076401	
25	1.000106	0.000242	-0.872839	-0.000242	1.000106	-0.108583	
26	1.000121	0.000206	-0.321990	-0.000206	1.000121	-0.098684	
27	1.000088	0.000074	-0.358109	-0.000074	1.000088	-0.235120	
28	1.000097	0.000107	-0.336257	-0.000107	1.000097	-0.200036	
29	1.000216	0.000124	-0.291118	-0.000124	1.000216	-0.113031	
30	1.000486	0.000009	-0.515767	-0.000009	1.000486	-0.099329	
